sample,feature,original_abundance,counterfactual_abundance,healthy_median_abundance,abs_dist_original_to_healthy,abs_dist_cf_to_healthy,moved_closer_to_healthy
sample_0,Clostridium bolteae [1598],1.605741394474152,2.394511,0.22444625478373786,1.3812951396904143,2.170064745216262,False
sample_0,unnamed Clostridiales bacterium 1_7_47FAA [1599],0.40897060980825256,2.1355054,0.25365161278418374,0.15531899702406882,1.8818537872158163,False
sample_0,Clostridium symbiosum [1600],-2.5013654462729957,1.8918157,0.33160931908816615,2.832974765361162,1.5602063809118338,True
sample_0,Clostridium saccharolyticum [1601],-1.3981430702475908,-1.398143,-1.3981430702475908,0.0,7.02475908553879e-08,False
sample_0,unnamed butyrate-producing bacterium SS3/4 [1603],0.9822194608729866,1.1169498,0.5392632757543568,0.4429561851186298,0.5776865242456432,False
sample_0,Dorea formicigenerans [1604],-0.7483768577556833,-0.6717355,0.42874225178374803,1.1771191095394313,1.100477751783748,True
sample_0,Dorea longicatena [1605],-1.2146176818003867,-0.163322,0.07169304012177846,1.286310721922165,0.23501504012177846,True
sample_0,Clostridium scindens [1606],1.669718627476068,-1.9861933,-1.9861933199580357,3.6559119474341037,1.99580356685658e-08,True
sample_0,Clostridium hylemonae [1607],-0.5493394893610587,-0.5493395,-0.5493394893610587,0.0,1.0638941283502845e-08,False
sample_0,[Ruminococcus] torques [1608],-0.30789254357279633,3.12255454,1.3289979317181977,1.636890475290994,1.7935566082818022,False
sample_0,Ruminococcus lactaris [1609],3.027234636340576,-5.3079424,-0.1660863836632098,3.193321020003786,5.14185601633679,False
sample_0,[Ruminococcus] torques [1610],2.488369544835849,1.0174346,0.8975238653938027,1.5908456794420462,0.11991073460619739,True
sample_0,[Ruminococcus] gnavus [1611],-0.9699126135772856,0.670146,0.048549081758798296,1.0184616953360839,0.6215969182412018,True
sample_0,unnamed Lachnospiraceae bacterium 1_4_56FAA [1612],2.7599841560886276,1.9152362,-2.1529752720917252,4.912959428180352,4.0682114720917255,True
sample_0,unnamed Clostridium sp. D5 [1613],-0.6068604692906595,0.622347,-0.6068604692906595,0.0,1.2292074692906594,False
sample_0,unclassified Lachnospiraceae [1614],-0.6676649692264831,-0.66766495,-0.6676649692264831,0.0,1.9226483072287692e-08,False
sample_0,Coprococcus comes [1616],1.2115892016065264,0.0403783,0.1440328017933366,1.0675563998131898,0.1036545017933366,True
sample_0,Blautia hansenii [1617],-0.4715132427094815,-0.47151324,-0.4715132427094815,0.0,2.7094814725181493e-09,False
sample_0,[Ruminococcus] obeum [1618],-0.18234546181937433,0.352901,0.17311607469598478,0.3554615365153591,0.17978492530401524,True
sample_0,[Ruminococcus] obeum [1619],-2.6000420560831325,-5.5215416,0.34979379271614586,2.949835848799278,5.871335392716146,False
